episode_id,video_id,clip_path,person_id,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,main_label,confidence,intensity,eye_involvement,mouth_movement,cheek_raise,symmetry,visible_quality,usable_for_training,note,occlusion_type,occlusion_start_frame,occlusion_end_frame,occlusion_severity,occlusion_note,occlusion_segments
E000018,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,2218,,2312,73.933,,77.067,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000019,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,2312,,2432,77.067,,81.067,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000020,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,2432,,2611,81.067,,87.033,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000021,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,2611,,3018,87.033,,100.600,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000022,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,3018,3027,3065,100.600,100.900,102.167,bitter_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000023,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,3065,,3285,102.167,,109.500,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000024,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,3285,,3308,109.500,,110.267,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000025,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,3308,,4258,110.267,,141.933,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000026,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,4258,,4318,141.933,,143.933,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000027,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,4318,4336,4362,143.933,144.533,145.400,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000028,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,4362,,4414,145.400,,147.133,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000029,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,4414,4429,4484,147.133,147.633,149.467,truesmile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000030,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,4484,,4545,149.467,,151.500,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000031,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,4545,,4738,151.500,,157.933,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000032,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,4738,,5178,157.933,,172.600,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000033,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,5178,,5290,172.600,,176.333,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000034,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,5290,,5372,176.333,,179.067,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000035,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,5372,,5448,179.067,,181.600,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000036,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,5448,5476,5569,181.600,182.533,185.633,polite_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000037,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,5569,,5788,185.633,,192.933,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000038,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,5788,,5843,192.933,,194.767,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000039,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,5843,5911,6022,194.767,197.033,200.733,truesmile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000040,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,6022,,6077,200.733,,202.567,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000041,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,6077,,6641,202.567,,221.367,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000042,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,6641,,6904,221.367,,230.133,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000043,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,6904,,6942,230.133,,231.400,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000044,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,6942,,7234,231.400,,241.133,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000045,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7234,,7245,241.133,,241.500,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000046,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7245,,7313,241.500,,243.767,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000047,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7313,,7700,243.767,,256.667,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000048,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7700,,7809,256.667,,260.300,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000049,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7809,7832,7849,260.300,261.067,261.633,polite_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000050,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7849,,7930,261.633,,264.333,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000051,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7930,7944,7993,264.333,264.800,266.433,polite_smile,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000052,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,7993,,8302,266.433,,276.733,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000053,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,8302,,8318,276.733,,277.267,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000054,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,8318,,8385,277.267,,279.500,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000055,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,8385,,8597,279.500,,286.567,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000056,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,8597,,8691,286.567,,289.700,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000057,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,8691,8718,8720,289.700,290.600,290.667,polite_smile,2,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000058,20250926_part000_start000000s_end000300s,E:\Matsuda_data\split_videos\20250926_part000_start000000s_end000300s.mp4,,8720,,8999,290.667,,299.967,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000059,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,0,18,20,0.000,0.600,0.667,polite_smile,2,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000060,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,20,,69,0.667,,2.300,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000061,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,123,,381,4.100,,12.700,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000062,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,381,402,503,12.700,13.400,16.767,bitter_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000063,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,503,,706,16.767,,23.533,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000064,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,706,727,762,23.533,24.233,25.400,polite_smile,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000065,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,762,,1193,25.400,,39.767,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000066,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,1193,1220,1339,39.767,40.667,44.633,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000067,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,1339,,2053,44.633,,68.433,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000068,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,2053,,2196,68.433,,73.200,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000069,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,2196,,2425,73.200,,80.833,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000070,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,2425,,2982,80.833,,99.400,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000071,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,2982,,3462,99.400,,115.400,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000072,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,3462,3500,3743,115.400,116.667,124.767,bitter_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000073,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,3743,,3990,124.767,,133.000,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000074,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,3990,,4237,133.000,,141.233,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000075,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,4237,4382,4647,141.233,146.067,154.900,polite_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000076,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,4647,,4821,154.900,,160.700,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000077,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,4821,4857,4917,160.700,161.900,163.900,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000078,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,4917,,5205,163.900,,173.500,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000079,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,5205,,5504,173.500,,183.467,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000080,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,5504,,5628,183.467,,187.600,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000081,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,5628,5665,5706,187.600,188.833,190.200,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000082,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,5706,,6515,190.200,,217.167,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000083,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,6515,,6818,217.167,,227.267,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000084,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,6818,,7143,227.267,,238.100,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000085,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,7245,,7433,241.500,,247.767,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000086,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,7433,,7702,247.767,,256.733,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000087,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,7702,7756,7764,256.733,258.533,258.800,polite_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000088,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,7764,,7778,258.800,,259.267,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000089,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,7778,,7809,259.267,,260.300,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000090,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,7809,,8074,260.300,,269.133,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000091,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,8074,,8848,269.133,,294.933,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000092,20250926_part001_start000290s_end000590s,E:\Matsuda_data\split_videos\20250926_part001_start000290s_end000590s.mp4,,8848,8865,8999,294.933,295.500,299.967,polite_smile,4,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000093,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,0,,148,0.000,,4.933,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000094,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,148,165,325,4.933,5.500,10.833,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000095,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,325,,359,10.833,,11.967,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000096,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,359,,422,11.967,,14.067,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000097,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,422,439,506,14.067,14.633,16.867,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000098,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,506,,794,16.867,,26.467,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000099,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,794,,925,26.467,,30.833,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000100,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,925,,1050,30.833,,35.000,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000101,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,1050,,1364,35.000,,45.467,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000102,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,1364,,1829,45.467,,60.967,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000103,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,1829,,1986,60.967,,66.200,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000104,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,1986,,2714,66.200,,90.467,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000105,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,2714,,2762,90.467,,92.067,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000106,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,2762,,3270,92.067,,109.000,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000107,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,3270,,3413,109.000,,113.767,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000108,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,3413,,3556,113.767,,118.533,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000109,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,3556,,3610,118.533,,120.333,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000110,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,3610,,3686,120.333,,122.867,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000111,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,3686,,4422,122.867,,147.400,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000112,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,4422,,4447,147.400,,148.233,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000113,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,4447,,4464,148.233,,148.800,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000114,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,4464,,4541,148.800,,151.367,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000115,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,4541,,4945,151.367,,164.833,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000116,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,4945,,5451,164.833,,181.700,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000117,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,5451,,5524,181.700,,184.133,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000118,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,5524,,5536,184.133,,184.533,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000119,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,5536,,5909,184.533,,196.967,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000120,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,5909,,6588,196.967,,219.600,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000121,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,6588,,7671,219.600,,255.700,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000122,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,7671,7704,7787,255.700,256.800,259.567,polite_smile,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000123,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,7787,,8092,259.567,,269.733,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000124,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,8092,8168,8181,269.733,272.267,272.700,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000125,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,8181,,8728,272.700,,290.933,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000126,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,8728,8777,8818,290.933,292.567,293.933,bitter_smile,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000127,20250926_part002_start000580s_end000880s,E:\Matsuda_data\split_videos\20250926_part002_start000580s_end000880s.mp4,,8818,,8999,293.933,,299.967,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
