episode_id,video_id,clip_path,person_id,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,main_label,confidence,intensity,eye_involvement,mouth_movement,cheek_raise,symmetry,visible_quality,usable_for_training,note,occlusion_type,occlusion_start_frame,occlusion_end_frame,occlusion_severity,occlusion_note,occlusion_segments
E000012,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,4857,,5262,161.900,,175.400,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000013,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,5262,,5289,175.400,,176.300,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000014,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,5289,5304,5355,176.300,176.800,178.500,ambiguous_smile,3,3,3,3,3,symmetric,good,no,,none,,,none,,[]
E000015,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,5289,,5447,176.300,,181.567,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000016,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,5447,5476,5609,181.567,182.533,186.967,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000017,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,5609,,5840,186.967,,194.667,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000018,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,5840,5926,6062,194.667,197.533,202.067,polite_like_smile,3,3,3,3,3,symmetric,good,no,,none,,,none,,[]
E000019,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,6062,,6469,202.067,,215.633,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000020,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,6469,,7336,215.633,,244.533,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000021,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,7336,,7801,244.533,,260.033,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000022,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,7801,7834,7892,260.033,261.133,263.067,polite_like_smile,4,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000023,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,7892,,8495,263.067,,283.167,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000024,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,8495,,9038,283.167,,301.267,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000025,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,9038,9118,9252,301.267,303.933,308.400,bitter_awkward_like_smile,4,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000026,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,9252,,9410,308.400,,313.667,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000027,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,9410,9432,9482,313.667,314.400,316.067,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000028,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,9482,,9895,316.067,,329.833,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000029,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,9895,9976,10047,329.833,332.533,334.900,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000030,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,10047,,10454,334.900,,348.467,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000031,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,10454,10489,10542,348.467,349.633,351.400,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000032,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,10542,,11212,351.400,,373.733,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000033,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,11212,,12140,373.733,,404.667,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000034,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,12140,12192,12501,404.667,406.400,416.700,bitter_awkward_like_smile,5,5,5,3,3,symmetric,good,yes,,mouth_partial,12140,12501,mild,,"[{""start"": 12140, ""end"": 12501, ""type"": ""mouth_partial"", ""severity"": ""mild"", ""note"": """"}]"
E000035,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,12501,,12931,416.700,,431.033,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000036,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,12931,13078,13480,431.033,435.933,449.333,polite_like_smile,4,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000037,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,13480,13550,13647,449.333,451.667,454.900,polite_like_smile,4,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000038,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,13647,,14676,454.900,,489.200,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000039,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,14676,,15351,489.200,,511.700,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000040,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,15351,,15842,511.700,,528.067,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000041,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,15842,15879,16057,528.067,529.300,535.233,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000042,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,16057,,16370,535.233,,545.667,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000043,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,16370,,16402,545.667,,546.733,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000044,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,16402,16466,16598,546.733,548.867,553.267,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,lower_face_occluded,16464,16582,mild,multiple occlusion segments,"[{""start"": 16464, ""end"": 16478, ""type"": ""mouth_partial"", ""severity"": ""mild"", ""note"": """"}, {""start"": 16496, ""end"": 16508, ""type"": ""mouth_partial"", ""severity"": ""mild"", ""note"": """"}, {""start"": 16573, ""end"": 16582, ""type"": ""lower_face_occluded"", ""severity"": ""mild"", ""note"": """"}]"
E000045,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,16598,,17058,553.267,,568.600,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000046,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,17058,,17225,568.600,,574.167,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000047,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,17225,17290,17463,574.167,576.333,582.100,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,mouth_severe,17225,17549,moderate,,"[{""start"": 17225, ""end"": 17549, ""type"": ""mouth_severe"", ""severity"": ""moderate"", ""note"": """"}]"
E000048,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,17463,17503,17741,582.100,583.433,591.367,bitter_awkward_like_smile,5,3,3,3,3,symmetric,good,yes,,mouth_partial,17463,17548,moderate,,"[{""start"": 17463, ""end"": 17548, ""type"": ""mouth_partial"", ""severity"": ""moderate"", ""note"": """"}]"
E000049,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,17741,17783,17966,591.367,592.767,598.867,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000050,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,17966,,18773,598.867,,625.767,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000051,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,18773,18960,19239,625.767,632.000,641.300,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000052,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,19239,19293,19413,641.300,643.100,647.100,bitter_awkward_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000053,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,19413,,20267,647.100,,675.567,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000054,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,20267,20396,20528,675.567,679.867,684.267,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000055,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,20528,,20582,684.267,,686.067,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000056,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,20582,20665,20723,686.067,688.833,690.767,polite_like_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000057,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,20723,,21659,690.767,,721.967,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
E000058,20250926,E:\Matsuda_data\rawdata\20250926.mp4,,21659,,21910,721.967,,730.333,neutral_or_no_smile,5,3,3,3,3,symmetric,good,yes,,none,,,none,,[]
